t,addresses_sending_to_exchanges_count
2011-06-15,0
2011-06-16,0
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,0
2011-07-01,0
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,0
2011-07-08,0
2011-07-09,0
2011-07-10,0
2011-07-11,0
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,0
2011-07-17,0
2011-07-18,0
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,0
2011-07-23,0
2011-07-24,0
2011-07-25,0
2011-07-26,0
2011-07-27,0
2011-07-28,0
2011-07-29,0
2011-07-30,0
2011-07-31,23
2011-08-01,47
2011-08-02,9
2011-08-03,13
2011-08-04,0
2011-08-05,1
2011-08-06,0
2011-08-07,0
2011-08-08,6
2011-08-09,0
2011-08-10,0
2011-08-11,16
2011-08-12,4
2011-08-13,10
2011-08-14,19
2011-08-15,27
2011-08-16,3
2011-08-17,21
2011-08-18,34
2011-08-19,31
2011-08-20,35
2011-08-21,37
2011-08-22,45
2011-08-23,47
2011-08-24,38
2011-08-25,57
2011-08-26,53
2011-08-27,45
2011-08-28,31
2011-08-29,35
2011-08-30,56
2011-08-31,78
2011-09-01,56
2011-09-02,36
2011-09-03,60
2011-09-04,69
2011-09-05,63
2011-09-06,106
2011-09-07,73
2011-09-08,72
2011-09-09,108
2011-09-10,57
2011-09-11,32
2011-09-12,25
2011-09-13,22
2011-09-14,32
2011-09-15,62
2011-09-16,13
2011-09-17,16
2011-09-18,14
2011-09-19,37
2011-09-20,37
2011-09-21,18
2011-09-22,28
2011-09-23,30
2011-09-24,29
2011-09-25,42
2011-09-26,57
2011-09-27,48
2011-09-28,35
2011-09-29,79
2011-09-30,27
2011-10-01,23
2011-10-02,38
2011-10-03,27
2011-10-04,43
2011-10-05,72
2011-10-06,71
2011-10-07,76
2011-10-08,66
2011-10-09,47
2011-10-10,68
2011-10-11,42
2011-10-12,49
2011-10-13,51
2011-10-14,46
2011-10-15,44
2011-10-16,64
2011-10-17,92
2011-10-18,54
2011-10-19,54
2011-10-20,46
2011-10-21,45
2011-10-22,33
2011-10-23,51
2011-10-24,55
2011-10-25,59
2011-10-26,56
2011-10-27,45
2011-10-28,43
2011-10-29,75
2011-10-30,52
2011-10-31,47
2011-11-01,61
2011-11-02,42
2011-11-03,50
2011-11-04,53
2011-11-05,95
2011-11-06,67
2011-11-07,60
2011-11-08,52
2011-11-09,50
2011-11-10,54
2011-11-11,54
2011-11-12,39
2011-11-13,27
2011-11-14,132
2011-11-15,76
2011-11-16,67
2011-11-17,91
2011-11-18,57
2011-11-19,59
2011-11-20,38
2011-11-21,60
2011-11-22,46
2011-11-23,53
2011-11-24,56
2011-11-25,61
2011-11-26,40
2011-11-27,54
2011-11-28,76
2011-11-29,92
2011-11-30,63
2011-12-01,83
2011-12-02,69
2011-12-03,51
2011-12-04,74
2011-12-05,87
2011-12-06,89
2011-12-07,92
2011-12-08,57
2011-12-09,78
2011-12-10,49
2011-12-11,73
2011-12-12,69
2011-12-13,78
2011-12-14,84
2011-12-15,80
2011-12-16,90
2011-12-17,64
2011-12-18,62
2011-12-19,97
2011-12-20,138
2011-12-21,90
2011-12-22,66
2011-12-23,58
2011-12-24,64
2011-12-25,103
2011-12-26,90
2011-12-27,124
2011-12-28,113
2011-12-29,77
2011-12-30,65
2011-12-31,88
2012-01-01,176
2012-01-02,168
2012-01-03,171
2012-01-04,120
2012-01-05,158
2012-01-06,198
2012-01-07,147
2012-01-08,132
2012-01-09,157
2012-01-10,124
2012-01-11,115
2012-01-12,78
2012-01-13,101
2012-01-14,95
2012-01-15,106
2012-01-16,94
2012-01-17,121
2012-01-18,137
2012-01-19,114
2012-01-20,100
2012-01-21,133
2012-01-22,73
2012-01-23,91
2012-01-24,127
2012-01-25,118
2012-01-26,174
2012-01-27,141
2012-01-28,119
2012-01-29,117
2012-01-30,97
2012-01-31,168
2012-02-01,110
2012-02-02,251
2012-02-03,132
2012-02-04,120
2012-02-05,142
2012-02-06,169
2012-02-07,143
2012-02-08,177
2012-02-09,137
2012-02-10,155
2012-02-11,156
2012-02-12,199
2012-02-13,173
2012-02-14,283
2012-02-15,205
2012-02-16,260
2012-02-17,169
2012-02-18,168
2012-02-19,106
2012-02-20,170
2012-02-21,148
2012-02-22,219
2012-02-23,149
2012-02-24,179
2012-02-25,112
2012-02-26,117
2012-02-27,157
2012-02-28,154
2012-02-29,159
2012-03-01,191
2012-03-02,163
2012-03-03,121
2012-03-04,149
2012-03-05,405
2012-03-06,221
2012-03-07,187
2012-03-08,121
2012-03-09,235
2012-03-10,109
2012-03-11,132
2012-03-12,204
2012-03-13,162
2012-03-14,236
2012-03-15,190
2012-03-16,175
2012-03-17,165
2012-03-18,117
2012-03-19,210
2012-03-20,171
2012-03-21,167
2012-03-22,173
2012-03-23,141
2012-03-24,158
2012-03-25,139
2012-03-26,184
2012-03-27,209
2012-03-28,202
2012-03-29,158
2012-03-30,200
2012-03-31,144
2012-04-01,159
2012-04-02,217
2012-04-03,195
2012-04-04,203
2012-04-05,211
2012-04-06,152
2012-04-07,139
2012-04-08,107
2012-04-09,118
2012-04-10,219
2012-04-11,155
2012-04-12,178
2012-04-13,233
2012-04-14,218
2012-04-15,125
2012-04-16,254
2012-04-17,204
2012-04-18,266
2012-04-19,191
2012-04-20,203
2012-04-21,154
2012-04-22,188
2012-04-23,224
2012-04-24,192
2012-04-25,211
2012-04-26,193
2012-04-27,135
2012-04-28,123
2012-04-29,183
2012-04-30,181
2012-05-01,143
2012-05-02,170
2012-05-03,151
2012-05-04,207
2012-05-05,196
2012-05-06,134
2012-05-07,240
2012-05-08,241
2012-05-09,274
2012-05-10,196
2012-05-11,205
2012-05-12,107
2012-05-13,121
2012-05-14,172
2012-05-15,182
2012-05-16,181
2012-05-17,160
2012-05-18,197
2012-05-19,183
2012-05-20,308
2012-05-21,237
2012-05-22,241
2012-05-23,204
2012-05-24,150
2012-05-25,180
2012-05-26,251
2012-05-27,306
2012-05-28,239
2012-05-29,219
2012-05-30,210
2012-05-31,270
2012-06-01,227
2012-06-02,185
2012-06-03,256
2012-06-04,182
2012-06-05,277
2012-06-06,251
2012-06-07,356
2012-06-08,215
2012-06-09,257
2012-06-10,174
2012-06-11,165
2012-06-12,558
2012-06-13,217
2012-06-14,241
2012-06-15,181
2012-06-16,343
2012-06-17,223
2012-06-18,282
2012-06-19,233
2012-06-20,230
2012-06-21,219
2012-06-22,324
2012-06-23,230
2012-06-24,187
2012-06-25,306
2012-06-26,277
2012-06-27,325
2012-06-28,272
2012-06-29,275
2012-06-30,239
2012-07-01,248
2012-07-02,302
2012-07-03,267
2012-07-04,532
2012-07-05,230
2012-07-06,254
2012-07-07,183
2012-07-08,268
2012-07-09,306
2012-07-10,292
2012-07-11,291
2012-07-12,303
2012-07-13,317
2012-07-14,229
2012-07-15,300
2012-07-16,919
2012-07-17,382
2012-07-18,369
2012-07-19,308
2012-07-20,332
2012-07-21,241
2012-07-22,260
2012-07-23,248
2012-07-24,292
2012-07-25,314
2012-07-26,251
2012-07-27,228
2012-07-28,306
2012-07-29,265
2012-07-30,338
2012-07-31,322
2012-08-01,331
2012-08-02,356
2012-08-03,316
2012-08-04,249
2012-08-05,386
2012-08-06,340
2012-08-07,309
2012-08-08,372
2012-08-09,381
2012-08-10,311
2012-08-11,218
2012-08-12,265
2012-08-13,411
2012-08-14,391
2012-08-15,501
2012-08-16,678
2012-08-17,1051
2012-08-18,1152
2012-08-19,700
2012-08-20,920
2012-08-21,779
2012-08-22,916
2012-08-23,584
2012-08-24,557
2012-08-25,410
2012-08-26,408
2012-08-27,566
2012-08-28,470
2012-08-29,406
2012-08-30,525
2012-08-31,445
2012-09-01,338
2012-09-02,303
2012-09-03,352
2012-09-04,368
2012-09-05,478
2012-09-06,376
2012-09-07,456
2012-09-08,309
2012-09-09,334
2012-09-10,343
2012-09-11,382
2012-09-12,378
2012-09-13,445
2012-09-14,408
2012-09-15,339
2012-09-16,354
2012-09-17,384
2012-09-18,534
2012-09-19,526
2012-09-20,467
2012-09-21,384
2012-09-22,407
2012-09-23,332
2012-09-24,412
2012-09-25,411
2012-09-26,439
2012-09-27,447
2012-09-28,440
2012-09-29,400
2012-09-30,413
2012-10-01,455
2012-10-02,366
2012-10-03,399
2012-10-04,567
2012-10-05,451
2012-10-06,622
2012-10-07,462
2012-10-08,578
2012-10-09,514
2012-10-10,468
2012-10-11,529
2012-10-12,576
2012-10-13,439
2012-10-14,440
2012-10-15,532
2012-10-16,573
2012-10-17,550
2012-10-18,604
2012-10-19,469
2012-10-20,382
2012-10-21,499
2012-10-22,550
2012-10-23,574
2012-10-24,620
2012-10-25,575
2012-10-26,631
2012-10-27,520
2012-10-28,443
2012-10-29,458
2012-10-30,463
2012-10-31,516
2012-11-01,459
2012-11-02,442
2012-11-03,467
2012-11-04,406
2012-11-05,500
2012-11-06,415
2012-11-07,542
2012-11-08,463
2012-11-09,636
2012-11-10,353
2012-11-11,338
2012-11-12,358
2012-11-13,351
2012-11-14,367
2012-11-15,475
2012-11-16,643
2012-11-17,644
2012-11-18,495
2012-11-19,640
2012-11-20,450
2012-11-21,479
2012-11-22,647
2012-11-23,479
2012-11-24,460
2012-11-25,409
2012-11-26,503
2012-11-27,551
2012-11-28,573
2012-11-29,551
2012-11-30,553
2012-12-01,463
2012-12-02,359
2012-12-03,465
2012-12-04,537
2012-12-05,707
2012-12-06,590
2012-12-07,393
2012-12-08,377
2012-12-09,491
2012-12-10,437
2012-12-11,476
2012-12-12,484
2012-12-13,532
2012-12-14,604
2012-12-15,648
2012-12-16,445
2012-12-17,645
2012-12-18,564
2012-12-19,471
2012-12-20,427
2012-12-21,364
2012-12-22,386
2012-12-23,326
2012-12-24,400
2012-12-25,328
2012-12-26,355
2012-12-27,438
2012-12-28,528
2012-12-29,558
2012-12-30,409
2012-12-31,475
2013-01-01,391
2013-01-02,524
2013-01-03,465
2013-01-04,714
2013-01-05,585
2013-01-06,543
2013-01-07,687
2013-01-08,565
2013-01-09,527
2013-01-10,588
2013-01-11,606
2013-01-12,538
2013-01-13,452
2013-01-14,610
2013-01-15,676
2013-01-16,593
2013-01-17,711
2013-01-18,760
2013-01-19,608
2013-01-20,485
2013-01-21,663
2013-01-22,610
2013-01-23,730
2013-01-24,1300
2013-01-25,693
2013-01-26,380
2013-01-27,393
2013-01-28,496
2013-01-29,653
2013-01-30,645
2013-01-31,576
2013-02-01,730
2013-02-02,634
2013-02-03,565
2013-02-04,717
2013-02-05,708
2013-02-06,601
2013-02-07,548
2013-02-08,590
2013-02-09,646
2013-02-10,455
2013-02-11,581
2013-02-12,735
2013-02-13,790
2013-02-14,652
2013-02-15,964
2013-02-16,663
2013-02-17,761
2013-02-18,729
2013-02-19,796
2013-02-20,646
2013-02-21,704
2013-02-22,810
2013-02-23,701
2013-02-24,619
2013-02-25,736
2013-02-26,719
2013-02-27,883
2013-02-28,955
2013-03-01,860
2013-03-02,677
2013-03-03,566
2013-03-04,989
2013-03-05,1057
2013-03-06,1292
2013-03-07,1157
2013-03-08,852
2013-03-09,737
2013-03-10,954
2013-03-11,872
2013-03-12,1144
2013-03-13,1058
2013-03-14,1199
2013-03-15,870
2013-03-16,757
2013-03-17,593
2013-03-18,756
2013-03-19,1160
2013-03-20,1319
2013-03-21,1369
2013-03-22,1355
2013-03-23,979
2013-03-24,958
2013-03-25,996
2013-03-26,1327
2013-03-27,1426
2013-03-28,1609
2013-03-29,1396
2013-03-30,1008
2013-03-31,1025
2013-04-01,1214
2013-04-02,1747
2013-04-03,1988
2013-04-04,1848
2013-04-05,1603
2013-04-06,1321
2013-04-07,1368
2013-04-08,2085
2013-04-09,3058
2013-04-10,3003
2013-04-11,3274
2013-04-12,2512
2013-04-13,2028
2013-04-14,1451
2013-04-15,1941
2013-04-16,2603
2013-04-17,3143
2013-04-18,1901
2013-04-19,2433
2013-04-20,1436
2013-04-21,1690
2013-04-22,1641
2013-04-23,2019
2013-04-24,2455
2013-04-25,2095
2013-04-26,2010
2013-04-27,1660
2013-04-28,1370
2013-04-29,1883
2013-04-30,1632
2013-05-01,2255
2013-05-02,2437
2013-05-03,2216
2013-05-04,1496
2013-05-05,1638
2013-05-06,1811
2013-05-07,2000
2013-05-08,1780
2013-05-09,1654
2013-05-10,1794
2013-05-11,1735
2013-05-12,1248
2013-05-13,1470
2013-05-14,1733
2013-05-15,1907
2013-05-16,1727
2013-05-17,1432
2013-05-18,1283
2013-05-19,1218
2013-05-20,1661
2013-05-21,1524
2013-05-22,1504
2013-05-23,2003
2013-05-24,1921
2013-05-25,1353
2013-05-26,1354
2013-05-27,1696
2013-05-28,1558
2013-05-29,1484
2013-05-30,1476
2013-05-31,1401
2013-06-01,1299
2013-06-02,1631
2013-06-03,1686
2013-06-04,1375
2013-06-05,1188
2013-06-06,1218
2013-06-07,1750
2013-06-08,1020
2013-06-09,1756
2013-06-10,1263
2013-06-11,1290
2013-06-12,1293
2013-06-13,1032
2013-06-14,1049
2013-06-15,773
2013-06-16,879
2013-06-17,1048
2013-06-18,1086
2013-06-19,1147
2013-06-20,2118
2013-06-21,1867
2013-06-22,845
2013-06-23,721
2013-06-24,1232
2013-06-25,1282
2013-06-26,885
2013-06-27,917
2013-06-28,1061
2013-06-29,732
2013-06-30,735
2013-07-01,1510
2013-07-02,1170
2013-07-03,1426
2013-07-04,1208
2013-07-05,1316
2013-07-06,836
2013-07-07,773
2013-07-08,943
2013-07-09,1077
2013-07-10,1242
2013-07-11,1449
2013-07-12,1431
2013-07-13,875
2013-07-14,794
2013-07-15,1158
2013-07-16,1162
2013-07-17,1069
2013-07-18,1079
2013-07-19,1018
2013-07-20,751
2013-07-21,762
2013-07-22,956
2013-07-23,1081
2013-07-24,1241
2013-07-25,1134
2013-07-26,1181
2013-07-27,862
2013-07-28,1092
2013-07-29,1641
2013-07-30,1492
2013-07-31,1373
2013-08-01,1238
2013-08-02,1094
2013-08-03,911
2013-08-04,864
2013-08-05,1414
2013-08-06,1218
2013-08-07,1274
2013-08-08,1143
2013-08-09,1121
2013-08-10,894
2013-08-11,906
2013-08-12,975
2013-08-13,1320
2013-08-14,2505
2013-08-15,1347
2013-08-16,1080
2013-08-17,965
2013-08-18,1148
2013-08-19,1471
2013-08-20,1260
2013-08-21,3144
2013-08-22,1591
2013-08-23,1168
2013-08-24,1028
2013-08-25,1191
2013-08-26,1416
2013-08-27,1967
2013-08-28,1780
2013-08-29,1481
2013-08-30,2022
2013-08-31,2083
2013-09-01,1473
2013-09-02,1344
2013-09-03,1569
2013-09-04,1960
2013-09-05,1905
2013-09-06,1729
2013-09-07,1257
2013-09-08,1230
2013-09-09,1494
2013-09-10,1802
2013-09-11,1585
2013-09-12,1892
2013-09-13,1631
2013-09-14,1111
2013-09-15,1218
2013-09-16,1506
2013-09-17,1908
2013-09-18,3376
2013-09-19,1674
2013-09-20,1586
2013-09-21,1101
2013-09-22,1088
2013-09-23,1618
2013-09-24,1614
2013-09-25,1670
2013-09-26,1720
2013-09-27,1918
2013-09-28,1787
2013-09-29,1581
2013-09-30,2064
2013-10-01,1941
2013-10-02,2768
2013-10-03,1469
2013-10-04,1326
2013-10-05,3225
2013-10-06,1141
2013-10-07,1386
2013-10-08,1596
2013-10-09,2000
2013-10-10,1956
2013-10-11,1847
2013-10-12,1631
2013-10-13,2071
2013-10-14,2674
2013-10-15,2340
2013-10-16,2689
2013-10-17,2530
2013-10-18,2490
2013-10-19,3276
2013-10-20,2585
2013-10-21,3971
2013-10-22,6822
2013-10-23,4374
2013-10-24,4354
2013-10-25,3665
2013-10-26,2411
2013-10-27,1935
2013-10-28,2606
2013-10-29,2288
2013-10-30,3080
2013-10-31,3016
2013-11-01,2510
2013-11-02,2529
2013-11-03,2525
2013-11-04,4631
2013-11-05,4945
2013-11-06,5274
2013-11-07,5186
2013-11-08,6539
2013-11-09,5545
2013-11-10,4978
2013-11-11,4605
2013-11-12,4778
2013-11-13,6563
2013-11-14,5782
2013-11-15,4715
2013-11-16,3520
2013-11-17,4023
2013-11-18,7047
2013-11-19,9102
2013-11-20,6471
2013-11-21,6457
2013-11-22,9703
2013-11-23,5643
2013-11-24,4733
2013-11-25,6035
2013-11-26,6329
2013-11-27,7230
2013-11-28,6815
2013-11-29,6793
2013-11-30,5554
2013-12-01,6382
2013-12-02,6322
2013-12-03,5284
2013-12-04,6062
2013-12-05,7056
2013-12-06,6652
2013-12-07,6570
2013-12-08,4769
2013-12-09,5726
2013-12-10,6087
2013-12-11,5491
2013-12-12,5577
2013-12-13,5138
2013-12-14,3929
2013-12-15,4450
2013-12-16,6658
2013-12-17,7118
2013-12-18,7735
2013-12-19,8872
2013-12-20,6315
2013-12-21,5367
2013-12-22,5067
2013-12-23,6640
2013-12-24,4790
2013-12-25,4816
2013-12-26,5517
2013-12-27,5860
2013-12-28,4506
2013-12-29,24756
2013-12-30,5633
2013-12-31,4313
2014-01-01,3759
2014-01-02,13878
2014-01-03,5995
2014-01-04,4434
2014-01-05,6399
2014-01-06,11360
2014-01-07,5673
2014-01-08,5267
2014-01-09,5230
2014-01-10,5011
2014-01-11,5910
2014-01-12,4982
2014-01-13,5294
2014-01-14,5822
2014-01-15,5140
2014-01-16,10450
2014-01-17,5133
2014-01-18,3970
2014-01-19,4377
2014-01-20,5746
2014-01-21,6199
2014-01-22,5546
2014-01-23,8923
2014-01-24,5688
2014-01-25,4493
2014-01-26,5407
2014-01-27,6455
2014-01-28,5589
2014-01-29,5894
2014-01-30,5470
2014-01-31,5421
2014-02-01,4972
2014-02-02,4717
2014-02-03,4983
2014-02-04,6773
2014-02-05,6362
2014-02-06,5663
2014-02-07,6470
2014-02-08,5519
2014-02-09,5238
2014-02-10,6908
2014-02-11,6642
2014-02-12,5358
2014-02-13,6081
2014-02-14,8748
2014-02-15,5295
2014-02-16,6280
2014-02-17,17451
2014-02-18,6504
2014-02-19,6097
2014-02-20,7017
2014-02-21,6478
2014-02-22,5825
2014-02-23,6493
