t,addresses_receiving_from_exchanges_count
2011-06-15,0
2011-06-16,0
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,0
2011-07-01,0
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,0
2011-07-08,0
2011-07-09,0
2011-07-10,0
2011-07-11,0
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,0
2011-07-17,0
2011-07-18,0
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,0
2011-07-23,0
2011-07-24,0
2011-07-25,0
2011-07-26,0
2011-07-27,0
2011-07-28,0
2011-07-29,0
2011-07-30,0
2011-07-31,0
2011-08-01,5
2011-08-02,2
2011-08-03,2
2011-08-04,0
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,2
2011-08-09,0
2011-08-10,0
2011-08-11,2
2011-08-12,2
2011-08-13,2
2011-08-14,4
2011-08-15,4
2011-08-16,2
2011-08-17,0
2011-08-18,7
2011-08-19,4
2011-08-20,6
2011-08-21,4
2011-08-22,4
2011-08-23,1
2011-08-24,1
2011-08-25,5
2011-08-26,4
2011-08-27,5
2011-08-28,6
2011-08-29,1
2011-08-30,2
2011-08-31,2
2011-09-01,5
2011-09-02,7
2011-09-03,0
2011-09-04,5
2011-09-05,6
2011-09-06,1
2011-09-07,1
2011-09-08,6
2011-09-09,8
2011-09-10,12
2011-09-11,7
2011-09-12,7
2011-09-13,4
2011-09-14,8
2011-09-15,6
2011-09-16,9
2011-09-17,6
2011-09-18,0
2011-09-19,4
2011-09-20,4
2011-09-21,13
2011-09-22,0
2011-09-23,2
2011-09-24,1
2011-09-25,5
2011-09-26,6
2011-09-27,11
2011-09-28,8
2011-09-29,12
2011-09-30,10
2011-10-01,7
2011-10-02,5
2011-10-03,2
2011-10-04,8
2011-10-05,5
2011-10-06,16
2011-10-07,19
2011-10-08,12
2011-10-09,10
2011-10-10,15
2011-10-11,12
2011-10-12,17
2011-10-13,19
2011-10-14,15
2011-10-15,8
2011-10-16,8
2011-10-17,17
2011-10-18,11
2011-10-19,17
2011-10-20,12
2011-10-21,12
2011-10-22,7
2011-10-23,12
2011-10-24,9
2011-10-25,16
2011-10-26,7
2011-10-27,11
2011-10-28,12
2011-10-29,14
2011-10-30,10
2011-10-31,7
2011-11-01,11
2011-11-02,14
2011-11-03,11
2011-11-04,13
2011-11-05,7
2011-11-06,7
2011-11-07,19
2011-11-08,17
2011-11-09,11
2011-11-10,15
2011-11-11,6
2011-11-12,12
2011-11-13,12
2011-11-14,28
2011-11-15,22
2011-11-16,19
2011-11-17,18
2011-11-18,15
2011-11-19,8
2011-11-20,12
2011-11-21,20
2011-11-22,18
2011-11-23,19
2011-11-24,15
2011-11-25,17
2011-11-26,14
2011-11-27,11
2011-11-28,20
2011-11-29,35
2011-11-30,26
2011-12-01,18
2011-12-02,16
2011-12-03,9
2011-12-04,21
2011-12-05,19
2011-12-06,28
2011-12-07,27
2011-12-08,16
2011-12-09,15
2011-12-10,15
2011-12-11,16
2011-12-12,21
2011-12-13,19
2011-12-14,20
2011-12-15,19
2011-12-16,17
2011-12-17,11
2011-12-18,10
2011-12-19,37
2011-12-20,30
2011-12-21,19
2011-12-22,23
2011-12-23,14
2011-12-24,7
2011-12-25,11
2011-12-26,15
2011-12-27,19
2011-12-28,28
2011-12-29,14
2011-12-30,16
2011-12-31,25
2012-01-01,18
2012-01-02,19
2012-01-03,34
2012-01-04,25
2012-01-05,35
2012-01-06,39
2012-01-07,17
2012-01-08,16
2012-01-09,37
2012-01-10,40
2012-01-11,30
2012-01-12,32
2012-01-13,35
2012-01-14,18
2012-01-15,29
2012-01-16,38
2012-01-17,37
2012-01-18,37
2012-01-19,34
2012-01-20,39
2012-01-21,21
2012-01-22,11
2012-01-23,29
2012-01-24,40
2012-01-25,37
2012-01-26,42
2012-01-27,45
2012-01-28,25
2012-01-29,24
2012-01-30,34
2012-01-31,42
2012-02-01,29
2012-02-02,58
2012-02-03,42
2012-02-04,31
2012-02-05,26
2012-02-06,38
2012-02-07,40
2012-02-08,42
2012-02-09,47
2012-02-10,50
2012-02-11,25
2012-02-12,22
2012-02-13,42
2012-02-14,77
2012-02-15,58
2012-02-16,60
2012-02-17,50
2012-02-18,35
2012-02-19,23
2012-02-20,45
2012-02-21,48
2012-02-22,45
2012-02-23,43
2012-02-24,46
2012-02-25,24
2012-02-26,30
2012-02-27,51
2012-02-28,44
2012-02-29,40
2012-03-01,32
2012-03-02,38
2012-03-03,19
2012-03-04,29
2012-03-05,40
2012-03-06,50
2012-03-07,50
2012-03-08,29
2012-03-09,43
2012-03-10,27
2012-03-11,33
2012-03-12,39
2012-03-13,63
2012-03-14,39
2012-03-15,37
2012-03-16,33
2012-03-17,26
2012-03-18,26
2012-03-19,33
2012-03-20,46
2012-03-21,30
2012-03-22,49
2012-03-23,27
2012-03-24,16
2012-03-25,20
2012-03-26,41
2012-03-27,57
2012-03-28,56
2012-03-29,29
2012-03-30,36
2012-03-31,34
2012-04-01,24
2012-04-02,56
2012-04-03,65
2012-04-04,50
2012-04-05,39
2012-04-06,33
2012-04-07,22
2012-04-08,14
2012-04-09,22
2012-04-10,45
2012-04-11,58
2012-04-12,44
2012-04-13,38
2012-04-14,40
2012-04-15,22
2012-04-16,63
2012-04-17,58
2012-04-18,83
2012-04-19,80
2012-04-20,48
2012-04-21,40
2012-04-22,32
2012-04-23,51
2012-04-24,80
2012-04-25,54
2012-04-26,61
2012-04-27,46
2012-04-28,22
2012-04-29,34
2012-04-30,58
2012-05-01,49
2012-05-02,55
2012-05-03,62
2012-05-04,62
2012-05-05,39
2012-05-06,35
2012-05-07,65
2012-05-08,76
2012-05-09,66
2012-05-10,61
2012-05-11,77
2012-05-12,33
2012-05-13,35
2012-05-14,48
2012-05-15,59
2012-05-16,60
2012-05-17,44
2012-05-18,61
2012-05-19,22
2012-05-20,36
2012-05-21,57
2012-05-22,63
2012-05-23,71
2012-05-24,54
2012-05-25,47
2012-05-26,35
2012-05-27,37
2012-05-28,44
2012-05-29,64
2012-05-30,68
2012-05-31,60
2012-06-01,75
2012-06-02,47
2012-06-03,40
2012-06-04,78
2012-06-05,96
2012-06-06,75
2012-06-07,81
2012-06-08,76
2012-06-09,43
2012-06-10,37
2012-06-11,66
2012-06-12,64
2012-06-13,79
2012-06-14,81
2012-06-15,65
2012-06-16,51
2012-06-17,36
2012-06-18,77
2012-06-19,89
2012-06-20,72
2012-06-21,55
2012-06-22,55
2012-06-23,47
2012-06-24,35
2012-06-25,87
2012-06-26,96
2012-06-27,87
2012-06-28,60
2012-06-29,57
2012-06-30,39
2012-07-01,47
2012-07-02,86
2012-07-03,85
2012-07-04,79
2012-07-05,38
2012-07-06,78
2012-07-07,47
2012-07-08,64
2012-07-09,100
2012-07-10,84
2012-07-11,84
2012-07-12,89
2012-07-13,90
2012-07-14,51
2012-07-15,52
2012-07-16,91
2012-07-17,126
2012-07-18,134
2012-07-19,88
2012-07-20,69
2012-07-21,59
2012-07-22,55
2012-07-23,97
2012-07-24,82
2012-07-25,91
2012-07-26,72
2012-07-27,70
2012-07-28,58
2012-07-29,49
2012-07-30,78
2012-07-31,86
2012-08-01,102
2012-08-02,109
2012-08-03,83
2012-08-04,73
2012-08-05,58
2012-08-06,97
2012-08-07,92
2012-08-08,107
2012-08-09,107
2012-08-10,87
2012-08-11,47
2012-08-12,59
2012-08-13,105
2012-08-14,93
2012-08-15,94
2012-08-16,140
2012-08-17,131
2012-08-18,115
2012-08-19,106
2012-08-20,118
2012-08-21,157
2012-08-22,118
2012-08-23,103
2012-08-24,104
2012-08-25,74
2012-08-26,72
2012-08-27,133
2012-08-28,140
2012-08-29,98
2012-08-30,96
2012-08-31,103
2012-09-01,74
2012-09-02,72
2012-09-03,95
2012-09-04,99
2012-09-05,113
2012-09-06,111
2012-09-07,109
2012-09-08,66
2012-09-09,56
2012-09-10,73
2012-09-11,124
2012-09-12,90
2012-09-13,111
2012-09-14,92
2012-09-15,84
2012-09-16,53
2012-09-17,95
2012-09-18,142
2012-09-19,125
2012-09-20,93
2012-09-21,119
2012-09-22,69
2012-09-23,81
2012-09-24,117
2012-09-25,98
2012-09-26,98
2012-09-27,100
2012-09-28,86
2012-09-29,62
2012-09-30,44
2012-10-01,82
2012-10-02,124
2012-10-03,95
2012-10-04,125
2012-10-05,119
2012-10-06,67
2012-10-07,80
2012-10-08,119
2012-10-09,139
2012-10-10,96
2012-10-11,112
2012-10-12,104
2012-10-13,76
2012-10-14,77
2012-10-15,131
2012-10-16,115
2012-10-17,127
2012-10-18,127
2012-10-19,119
2012-10-20,47
2012-10-21,67
2012-10-22,104
2012-10-23,124
2012-10-24,118
2012-10-25,110
2012-10-26,114
2012-10-27,69
2012-10-28,72
2012-10-29,124
2012-10-30,116
2012-10-31,129
2012-11-01,95
2012-11-02,103
2012-11-03,85
2012-11-04,97
2012-11-05,136
2012-11-06,122
2012-11-07,144
2012-11-08,123
2012-11-09,106
2012-11-10,66
2012-11-11,46
2012-11-12,74
2012-11-13,109
2012-11-14,81
2012-11-15,125
2012-11-16,169
2012-11-17,91
2012-11-18,84
2012-11-19,146
2012-11-20,114
2012-11-21,120
2012-11-22,168
2012-11-23,110
2012-11-24,85
2012-11-25,74
2012-11-26,140
2012-11-27,154
2012-11-28,142
2012-11-29,147
2012-11-30,142
2012-12-01,64
2012-12-02,72
2012-12-03,125
2012-12-04,141
2012-12-05,155
2012-12-06,134
2012-12-07,144
2012-12-08,83
2012-12-09,91
2012-12-10,144
2012-12-11,152
2012-12-12,142
2012-12-13,193
2012-12-14,196
2012-12-15,117
2012-12-16,77
2012-12-17,191
2012-12-18,184
2012-12-19,162
2012-12-20,106
2012-12-21,103
2012-12-22,72
2012-12-23,57
2012-12-24,60
2012-12-25,68
2012-12-26,67
2012-12-27,125
2012-12-28,129
2012-12-29,86
2012-12-30,73
2012-12-31,71
2013-01-01,83
2013-01-02,122
2013-01-03,108
2013-01-04,141
2013-01-05,107
2013-01-06,84
2013-01-07,165
2013-01-08,132
2013-01-09,104
2013-01-10,132
2013-01-11,143
2013-01-12,75
2013-01-13,96
2013-01-14,116
2013-01-15,166
2013-01-16,148
2013-01-17,140
2013-01-18,154
2013-01-19,101
2013-01-20,106
2013-01-21,188
2013-01-22,176
2013-01-23,200
2013-01-24,210
2013-01-25,160
2013-01-26,91
2013-01-27,88
2013-01-28,148
2013-01-29,194
2013-01-30,165
2013-01-31,166
2013-02-01,198
2013-02-02,135
2013-02-03,105
2013-02-04,156
2013-02-05,174
2013-02-06,147
2013-02-07,148
2013-02-08,172
2013-02-09,100
2013-02-10,107
2013-02-11,173
2013-02-12,175
2013-02-13,217
2013-02-14,235
2013-02-15,161
2013-02-16,156
2013-02-17,154
2013-02-18,210
2013-02-19,220
2013-02-20,224
2013-02-21,211
2013-02-22,232
2013-02-23,166
2013-02-24,146
2013-02-25,170
2013-02-26,248
2013-02-27,246
2013-02-28,324
2013-03-01,229
2013-03-02,158
2013-03-03,176
2013-03-04,278
2013-03-05,368
2013-03-06,429
2013-03-07,418
2013-03-08,257
2013-03-09,249
2013-03-10,209
2013-03-11,236
2013-03-12,394
2013-03-13,348
2013-03-14,322
2013-03-15,243
2013-03-16,180
2013-03-17,186
2013-03-18,252
2013-03-19,402
2013-03-20,438
2013-03-21,449
2013-03-22,481
2013-03-23,311
2013-03-24,307
2013-03-25,343
2013-03-26,459
2013-03-27,494
2013-03-28,553
2013-03-29,429
2013-03-30,289
2013-03-31,250
2013-04-01,341
2013-04-02,623
2013-04-03,686
2013-04-04,817
2013-04-05,606
2013-04-06,369
2013-04-07,382
2013-04-08,844
2013-04-09,1030
2013-04-10,1115
2013-04-11,1388
2013-04-12,1158
2013-04-13,616
2013-04-14,436
2013-04-15,829
2013-04-16,1142
2013-04-17,775
2013-04-18,659
2013-04-19,850
2013-04-20,562
2013-04-21,578
2013-04-22,675
2013-04-23,737
2013-04-24,824
2013-04-25,697
2013-04-26,572
2013-04-27,486
2013-04-28,360
2013-04-29,552
2013-04-30,477
2013-05-01,635
2013-05-02,613
2013-05-03,751
2013-05-04,461
2013-05-05,444
2013-05-06,668
2013-05-07,657
2013-05-08,487
2013-05-09,469
2013-05-10,534
2013-05-11,418
2013-05-12,306
2013-05-13,438
2013-05-14,467
2013-05-15,815
2013-05-16,660
2013-05-17,609
2013-05-18,484
2013-05-19,348
2013-05-20,418
2013-05-21,501
2013-05-22,596
2013-05-23,715
2013-05-24,571
2013-05-25,348
2013-05-26,346
2013-05-27,501
2013-05-28,540
2013-05-29,486
2013-05-30,467
2013-05-31,429
2013-06-01,349
2013-06-02,458
2013-06-03,541
2013-06-04,514
2013-06-05,395
2013-06-06,483
2013-06-07,542
2013-06-08,322
2013-06-09,481
2013-06-10,591
2013-06-11,691
2013-06-12,507
2013-06-13,429
2013-06-14,444
2013-06-15,256
2013-06-16,287
2013-06-17,375
2013-06-18,469
2013-06-19,422
2013-06-20,422
2013-06-21,551
2013-06-22,281
2013-06-23,278
2013-06-24,481
2013-06-25,430
2013-06-26,418
2013-06-27,426
2013-06-28,411
2013-06-29,229
2013-06-30,261
2013-07-01,525
2013-07-02,570
2013-07-03,610
2013-07-04,571
2013-07-05,508
2013-07-06,382
2013-07-07,276
2013-07-08,492
2013-07-09,599
2013-07-10,626
2013-07-11,646
2013-07-12,575
2013-07-13,322
2013-07-14,326
2013-07-15,551
2013-07-16,538
2013-07-17,510
2013-07-18,555
2013-07-19,497
2013-07-20,335
2013-07-21,312
2013-07-22,476
2013-07-23,514
2013-07-24,499
2013-07-25,512
2013-07-26,467
2013-07-27,320
2013-07-28,293
2013-07-29,594
2013-07-30,620
2013-07-31,615
2013-08-01,616
2013-08-02,545
2013-08-03,361
2013-08-04,265
2013-08-05,528
2013-08-06,540
2013-08-07,454
2013-08-08,526
2013-08-09,429
2013-08-10,355
2013-08-11,330
2013-08-12,412
2013-08-13,659
2013-08-14,738
2013-08-15,491
2013-08-16,497
2013-08-17,594
2013-08-18,352
2013-08-19,696
2013-08-20,883
2013-08-21,743
2013-08-22,754
2013-08-23,652
2013-08-24,402
2013-08-25,380
2013-08-26,558
2013-08-27,901
2013-08-28,741
2013-08-29,614
2013-08-30,792
2013-08-31,534
2013-09-01,400
2013-09-02,586
2013-09-03,714
2013-09-04,885
2013-09-05,754
2013-09-06,724
2013-09-07,484
2013-09-08,389
2013-09-09,606
2013-09-10,793
2013-09-11,932
2013-09-12,928
2013-09-13,825
2013-09-14,432
2013-09-15,456
2013-09-16,742
2013-09-17,852
2013-09-18,915
2013-09-19,884
2013-09-20,707
2013-09-21,409
2013-09-22,407
2013-09-23,743
2013-09-24,893
2013-09-25,764
2013-09-26,780
2013-09-27,643
2013-09-28,450
2013-09-29,496
2013-09-30,845
2013-10-01,872
2013-10-02,822
2013-10-03,735
2013-10-04,561
2013-10-05,488
2013-10-06,410
2013-10-07,621
2013-10-08,756
2013-10-09,709
2013-10-10,784
2013-10-11,714
2013-10-12,486
2013-10-13,553
2013-10-14,994
2013-10-15,988
2013-10-16,940
2013-10-17,812
2013-10-18,901
2013-10-19,901
2013-10-20,791
2013-10-21,1019
2013-10-22,2796
2013-10-23,1341
2013-10-24,1169
2013-10-25,1034
2013-10-26,677
2013-10-27,633
2013-10-28,1050
2013-10-29,950
2013-10-30,1020
2013-10-31,1338
2013-11-01,973
2013-11-02,776
2013-11-03,757
2013-11-04,1439
2013-11-05,1633
2013-11-06,1716
2013-11-07,1952
2013-11-08,1755
2013-11-09,1417
2013-11-10,1357
2013-11-11,1453
2013-11-12,1678
2013-11-13,1933
2013-11-14,2033
2013-11-15,1666
2013-11-16,1273
2013-11-17,1465
2013-11-18,2953
2013-11-19,2914
2013-11-20,2512
2013-11-21,3241
2013-11-22,2391
2013-11-23,2047
2013-11-24,1625
2013-11-25,2449
2013-11-26,2876
2013-11-27,3446
2013-11-28,4024
2013-11-29,3497
2013-11-30,2457
2013-12-01,2438
2013-12-02,2841
2013-12-03,2681
2013-12-04,2869
2013-12-05,3188
2013-12-06,2676
2013-12-07,2923
2013-12-08,1785
2013-12-09,2895
2013-12-10,2532
2013-12-11,2480
2013-12-12,2054
2013-12-13,1999
2013-12-14,1474
2013-12-15,1492
2013-12-16,3073
2013-12-17,3058
2013-12-18,3841
2013-12-19,3203
2013-12-20,2292
2013-12-21,1611
2013-12-22,1553
2013-12-23,2012
2013-12-24,1764
2013-12-25,1472
2013-12-26,1844
2013-12-27,2275
2013-12-28,1557
2013-12-29,1425
2013-12-30,2015
2013-12-31,1622
2014-01-01,1392
2014-01-02,2173
2014-01-03,2456
2014-01-04,1723
2014-01-05,1914
2014-01-06,2814
2014-01-07,2333
2014-01-08,2405
2014-01-09,2330
2014-01-10,1870
2014-01-11,1907
2014-01-12,1586
2014-01-13,2135
2014-01-14,2006
2014-01-15,1944
2014-01-16,1931
2014-01-17,1753
2014-01-18,1455
2014-01-19,1453
2014-01-20,2371
2014-01-21,2205
2014-01-22,2210
2014-01-23,1987
2014-01-24,2242
2014-01-25,1535
2014-01-26,1791
2014-01-27,2229
2014-01-28,2173
2014-01-29,2034
2014-01-30,1950
2014-01-31,1942
2014-02-01,1595
2014-02-02,1539
2014-02-03,1906
2014-02-04,2560
2014-02-05,2383
2014-02-06,2449
2014-02-07,2649
2014-02-08,1966
2014-02-09,1875
2014-02-10,2725
2014-02-11,1663
2014-02-12,1253
2014-02-13,1202
2014-02-14,2208
2014-02-15,1856
2014-02-16,1898
2014-02-17,2066
2014-02-18,2218
2014-02-19,2145
2014-02-20,2336
2014-02-21,2158
2014-02-22,1648
2014-02-23,1969
2014-02-24,2370
2014-02-25,3101
2014-02-26,2668
2014-02-27,2294
2014-02-28,2247
2014-03-01,1972
2014-03-02,1688
2014-03-03,2904
2014-03-04,2846
2014-03-05,2407
2014-03-06,2338
2014-03-07,2279
2014-03-08,2569
2014-03-09,2633
2014-03-10,2800
2014-03-11,2596
2014-03-12,2994
2014-03-13,2724
2014-03-14,3006
2014-03-15,2807
